ActorID,Name,Gender,Role,MovieID,Born_Date
26763,Virginia Maskell,0,Jean Lewis,54723,1971
21719,Raymond Huntley,2,Vernon,54723,1955
12813,John Le Mesurier,2,Salter,54723,1994
21969,Richard Attenborough,2,Gareth L. Probert,54723,1981
26019,Tony Jaa,2,Tien,43209,1971
5491,Dan Chupong,0,Bhuti Sangkha,43209,1984
23461,Sarunyu Wongkrachang,0,Jom Rachan,43209,1983
24405,Sorapong Chatree,2,Chernung,43209,1989
19866,Nirut Sirichanya,2,Master Bua,43209,1990
21367,Primrata Dech-Udom,0,Pim,43209,1954
20902,Petchtai Wongkamlao,2,Mhen,43209,1966
22160,Ricky Gervais,2,Himself,198391,1990
26423,Valerio Mastandrea,2,Stefano Nardini,8951,1967
4071,Caterina Murino,1,Nadine,8951,1967
1596,Anita Caprioli,1,Michela Nardini,8951,2005
21220,Pierre Bergé,0,Himself / Interviewee,57448,1968
27663,Yves Saint-Laurent,2,Himself (archive footage),57448,1988
4088,Catherine Deneuve,1,Herself (archive footage),57448,1982
15132,Laetitia Casta,1,Herself (archive footage),57448,1964
8767,Gary Cooper,2,George Radcliffe,99372,1970
6206,Deborah Kerr,1,Martha Radcliffe,99372,1970
7712,Eric Portman,2,Jeremy Clay,99372,1965
6438,Diane Cilento,1,Mrs. Heath,99372,1986
10118,Hermione Gingold,1,Lilly Harris,99372,1962
20947,Peter Cushing,2,Mr. Evan Wrack,99372,1972
18447,Michael Wilding,2,Morris Brooke,99372,1969
742,Alexander Beyer,2,Interrogator,58772,1962
23053,Rüdiger Vogler,0,Willy Wist,58772,2002
27020,Wayne Dyer,0,Radio Lecturer (voice) (archive sound) (uncredited),40619,1971
24429,Spencer Tracy,2,Capt. Christopher Jones,90968,1983
26455,Van Johnson,2,John Alden,90968,1993
8857,Gene Tierney,1,Dorothy Bradford,90968,1976
15647,Leo Genn,2,William Bradford,90968,1967
2575,Barry Jones,2,William Brewster,90968,1966
6150,Dawn Addams,0,Priscilla Mullins,90968,1988
16085,Lloyd Bridges,2,Coppin,90968,1977
19902,Noel Drayton,0,Miles Standish,90968,1992
12709,John Dehner,2,Gilbert Winslow,90968,1992
25945,Tommy Ivo,0,William Button,90968,1962
16264,Lowell Gilmore,0,Edward Winslow,90968,1999
12049,Jerry Lewis,2,Kreton,88376,1989
12383,Joan Blackman,1,Ellen Spelding,88376,2000
6970,Earl Holliman,2,Conrad,88376,1958
8519,Fred Clark,2,Major Roger Putnam Spelding,88376,2001
22709,Ronald Colman,2,Hafiz,43501,1999
17363,Marlene Dietrich,1,Jamilla,43501,1994
11119,James Craig,2,Caliph,43501,1968
7120,Edward Arnold,2,The Grand Vizier,43501,1962
10282,Hugh Herbert,2,Feisal,43501,1993
13371,Joy Page,1,Marsinah,43501,1993
8243,Florence Bates,1,Karsha,43501,1973
9834,Harry Davenport,2,Agha,43501,1995
10191,Hobart Cavanaugh,2,Moolah,43501,1984
22484,Robert Warwick,2,Alfife,43501,1985
9710,Halle Berry,1,Frankie,55061,1970
24539,Stellan Skarsgård,2,Oz,55061,1963
21193,Phylicia Rashād,1,Edna,55061,2001
4219,Chandra Wilson,1,Maxine,55061,1979
223,Adrian Holmes,2,Cliff,55061,1987
18039,Melanie Papalia,1,Tina,55061,1983
22766,Rosalyn Coleman,1,Pearl,55061,1961
3439,Brian Markinson,2,Dr. Backman,55061,1957
17699,Matt Frewer,2,Dr. Strassfield,55061,1996
23630,Sean Tyson,2,Rich Fat Cat,55061,1996
14783,Kira Clavell,1,Wanda,55061,1968
12575,Joey Bothwell,1,Trish,55061,1990
14085,Katharine Isabelle,1,Paige,55061,1965
11173,James Kirk,2,Bobby,55061,1963
17983,Megan Charpentier,1,Young Paige (8 years old),55061,1988
26960,Walter Matthau,2,Pete,107774,2000
3947,Carol Burnett,0,Tillie,107774,1990
9058,Geraldine Page,1,Gertrude,107774,2003
2582,Barry Nelson,2,Burt,107774,1971
21868,Rene Auberjonois,2,Jimmy Twitchell,107774,1961
15534,Lee Montgomery,2,Robbie,107774,1991
10067,Henry Jones,2,Mr. Tucker,107774,2001
3668,Buster Keaton,2,The Young Man,38787,1981
21891,Renée Adorée,1,The Girl (as Renee Adoree),38787,1973
12523,Joe Roberts,2,The Mayor,38787,1965
12499,Joe Keaton,2,le père de la promise,38787,1975
7133,Edward F. Cline,2,The Theater Director,38787,1980
26939,Walt Disney,2,Himself,48471,1995
21618,Randolph Scott,2,Bart Allison,39557,1967
12682,John Carroll,2,Tate Kimbrough,39557,1986
13921,Karen Steele,1,Lucy Summerton,39557,1979
26413,Valerie French,1,Ruby James,39557,1984
19876,"Noah Beery, Jr.",2,Sam,39557,1971
12634,John Archer,2,Dr. John Storrow,39557,1959
1371,Andrew Duggan,2,Sheriff Swede Hansen,39557,1966
11256,James Westerfield,2,"Otis, the Bartender",39557,1988
12821,John Litel,2,Charles Summerton,39557,1954
21704,Ray Teal,0,Morley Chase,39557,1966
22011,Richard Deacon,2,Reverend Zaron,39557,1957
8783,Gary Merrill,2,David Trask,76229,1974
23990,Shelley Winters,1,Binky Gay,76229,2002
18390,Michael Rennie,0,Dr. Robert Fortness,76229,1985
14264,Keenan Wynn,2,Eddie Hoke,76229,1975
7957,Evelyn Varden,1,Sallie Carr,76229,1950
27011,Warren Stevens,2,Marty Nelson,76229,1954
2630,Beatrice Straight,1,Claire Fortness,76229,1962
25365,Ted Donaldson,2,Jerry Fortness,76229,2001
5285,Craig Stevens,2,Mike Carr,76229,1966
2853,Bette Davis,1,Marie Hoke,76229,1981
9995,Helen Westcott,1,Jane Trask,76229,1979
10274,Hugh Beaumont,2,Tim Brooks,76229,1985
8978,George Nader,2,Pilot,76229,1987
12719,John Doucette,2,Bartender,76229,2002
20594,Paul Ahmarani,2,Louis Legros,61783,1967
20163,Olivier Gourmet,2,Michel Roy,61783,1982
6867,Dragoș Bucur,2,Cristi,55151,1986
17005,Maria Popistasu,0,Raluca,55151,1976
18760,Mimi Branescu,0,Paul Hanganu,55151,1962
26602,Victor Rebengiuc,0,Nucu,55151,1967
18823,Mirela Oprisor,0,Adriana Hanganu,55151,1953
10554,Ioana Blaj,0,,55151,1977
3259,Bradley Cooper,2,Eddie Morra,51876,1990
22333,Robert De Niro,2,Carl Van Loon,51876,1981
69,Abbie Cornish,1,Lindy,51876,1988
1384,Andrew Howard,2,Gennady,51876,1956
1688,Anna Friel,1,Melissa,51876,1980
13003,Johnny Whitworth,2,Vernon,51876,1977
22387,Robert John Burke,2,Pierce,51876,1974
5827,Darren Goldstein,2,Kevin Doyle,51876,1970
25924,Tomas Arana,2,Man in Tan Coat,51876,1957
19436,Ned Eisenberg,2,Morris Brandt,51876,1958
25098,T.V. Carpio,1,Valerie,51876,1961
21975,Richard Bekins,2,Hank Atwood,51876,1957
20484,Patricia Kalember,1,Mrs. Atwood,51876,1973
4877,Cindy Katz,1,Marla Sutton,51876,1998
3392,Brian Anthony Wilson,0,Detective,51876,2001
21747,Rebecca Dayan,1,Rebecca Dayan,51876,1953
27054,Werner Herzog,2,Himself - Narrator (voice),89704,1952
4012,Carrie Fisher,1,Herself,52461,2004
18006,Megumi Ogata,0,Shinji Ikari,22843,1954
27576,Yuko Miyamura,1,Asuka Langley Shikinami,22843,1967
14909,Kotono Mitsuishi,1,Misato Katsuragi,22843,1956
16555,Maaya Sakamoto,1,Makinami Mari Illustrious,22843,1985
18005,Megumi Hayashibara,1,Rei Ayanami,22843,1984
21980,Richard Berry,2,Corto Maltese (voice),60213,1967
20510,Patrick Bouchitey,2,Raspoutine (voice),60213,1958
2539,Barbara Schulz,1,Pandora (voice),60213,2000
3668,Buster Keaton,2,Buster Keaton,51367,1956
12523,Joe Roberts,2,Captain of the Whaler,51367,1997
26756,Virginia Fox,1,The Girl,51367,1993
10893,Jack White,0,as himself,34767,1977
17977,Meg White,1,as herself,34767,1963
1135,Amitabh Bachchan,2,Vijay Singh Rajput,21982,1952
379,Akshay Kumar,2,Vishwas Prajapati,21982,1992
24958,Sushmita Sen,1,Neha Srivastav,21982,1986
2107,Arjun Rampal,2,Arjun Verma,21982,1953
20366,Paresh Rawal,2,Ilias,21982,1950
3026,Bipasha Basu,1,,21982,1957
204,Aditya Pancholi,2,,21982,1971
14003,Kashmira Shah,0,,21982,1989
19767,Nikki Reed,1,Jessie Campbell,38033,1996
14293,Keith David,2,Det. Jim Crenshaw,38033,1967
3238,Brad Dourif,2,Mr. Smirker,38033,1968
2851,Betsy Russell,1,Sergeant Hamill,38033,1977
4432,Cherilyn Wilson,1,Rachael Conners,38033,1965
19888,Noah Segan,2,Dante,38033,1964
17687,Matt Cohen,2,Johnny Jones,38033,1964
2467,Bai Ling,1,Jai Pham,38033,1989
24777,Stewart Lee,2,Himself,47330,1988
10073,Henry Morgan,2,Narrator,293946,1986
1491,Andy Lau,2,Sun Zi Gang,62976,1998
9335,Gong Li,1,Li Yi-Long,62976,1967
20248,Osric Chau,2,Chen Er Dong,62976,1985
14339,Kelly Hu,1,Girl in Lotto Commercial,62976,1972
12687,John Cazale,2,Himself,45485,2003
391,Al Pacino,2,Himself,45485,1965
18141,Meryl Streep,1,Herself,45485,1959
22333,Robert De Niro,2,Himself,45485,1951
20173,Olympia Dukakis,1,Herself,45485,1985
8845,Gene Hackman,2,Himself,45485,1987
3955,Carol Kane,1,Herself,45485,1970
24673,Steve Buscemi,2,Himself,45485,1998
22017,Richard Dreyfuss,2,Himself,45485,1964
8337,Francis Ford Coppola,2,Himself,45485,1960
23183,Sam Rockwell,2,Himself,45485,2001
24139,Sidney Lumet,2,Himself,45485,2002
21136,Philip Seymour Hoffman,2,Himself,45485,1974
12903,John Savage,2,Himself,45485,1963
22108,Richard Shepard,2,Himself,45485,1984
9168,Gillian Anderson,1,Jean Maclestone,36939,1989
9925,Heather Graham,1,Beth Freemantle,36939,1951
1090,Amanda Seyfried,1,Paige Prideaux,36939,1960
420,Alan Cumming,2,Dewey,36939,1955
5739,Danny Huston,2,Art Spindle,36939,1986
4801,Christopher Lee,2,Alfred Rhinegold,36939,1997
10849,Jack Huston,2,Jo Richards,36939,1989
12419,Joanna Lumley,1,Mrs. Alfreda Rhinegold,36939,1967
24192,Simon McBurney,0,Robert Freign,36939,2001
18123,Meredith Ostrom,0,Joany,36939,1981
4373,Charlotte Rampling,1,Emille,36939,1957
24539,Stellan Skarsgård,2,Bob Maclestone,36939,1956
11036,Jaime Winstone,1,Elaine,36939,1965
843,Alfie Allen,2,Photographer,36939,2004
8835,Gemma Atkinson,1,Charlotte Bailey,36939,1976
24155,Silas Carson,2,Surgeon,36939,1964
22810,Rosie Fellner,1,Rachel Leighton,36939,1965
17779,Matthew McConaughey,2,Mickey Haller,50348,1979
17194,Marisa Tomei,1,Maggie McPherson,50348,1989
23009,Ryan Phillippe,2,Louis Roulet,50348,1960
27177,William H. Macy,2,Frank Levin,50348,1961
13291,Josh Lucas,1,Ted Minton,50348,1964
12815,John Leguizamo,2,Val Valenzuela,50348,1967
18378,Michael Peña,2,Jesus Martinez,50348,1956
3105,Bob Gunton,2,Cecil Dobbs,50348,1950
8300,Frances Fisher,1,Mary Windsor,50348,1965
3610,Bryan Cranston,2,Detective Lankford,50348,1992
26092,Trace Adkins,2,Eddie Vogel,50348,1969
15381,Laurence Mason,2,Earl,50348,1977
16936,Margarita Levieva,1,Reggie Campo,50348,1987
20847,Pell James,1,Lorna,50348,2005
23962,Shea Whigham,2,DJ Corliss,50348,1988
14097,Katherine Moennig,1,Gloria,50348,2004
18374,Michael Paré,2,Detective Kurlen,50348,1974
18463,Michaela Conlin,1,Heidi Sobel,50348,1978
16577,Mackenzie Aladjem,0,Hayley Haller,50348,1963
7776,Erin Carufel,1,Leslie Faire,50348,1964
23187,Sam Upton,2,Officer Maxwell,50348,1956
11125,James Denton,2,Superman/Clark Kent,56590,2004
4703,Christina Hendricks,1,Lois Lane,56590,1955
1904,Anthony LaPaglia,2,Lex Luthor,56590,1976
6982,Ed Asner,2,Perry White,56590,1995
15882,Linda Cardellini,1,Nasthalthia Luthor,56590,1978
17764,Matthew Gray Gubler,2,Jimmy Olsen,56590,1978
2153,Arnold Vosloo,2,Bar-El,56590,1959
8297,Frances Conroy,1,Martha Kent,56590,1997
12714,John DiMaggio,0,Bizarro,56590,1974
24417,Spalding Gray,2,Himself,50779,2004
304,Ai Maeda,0,Hisada,53701,1989
18015,Meisa Kuroki,1,Rei,53701,1998
10156,Hinano Yoshikawa,0,Yukari,53701,1974
24118,Shûji Kashiwabara,0,Matsukawa,53701,1951
25475,Tetsuji Tamayama,2,,53701,1984
16074,Liza Minnelli,1,Claire,78353,1998
3664,Burt Reynolds,2,Walker,78353,1967
8845,Gene Hackman,2,Kibby,78353,1963
22286,Robby Benson,2,Billy,78353,1993
12778,John Hillerman,2,McTeague,78353,1981
24387,Sophie Marceau,1,Lisa / Belphegor,35831,1977
18509,Michel Serrault,2,Verlac,35831,2000
8592,Frédéric Diefenthal,2,Martin,35831,1983
13574,Julie Christie,1,Glenda Spender,35831,1971
1812,Anne Parillaud,1,,13746,1970
13448,Judith Godrèche,1,,13746,1951
17667,Mathilde Seigner,1,,13746,1981
17655,Mathias Mlekuz,2,Pierre,13746,1982
25528,Thierry Neuvic,2,Julien,13746,1989
20426,Pascal Elbé,2,Simon Dubois,13746,1974
21225,Pierre Cassignard,2,Benoît,13746,2003
20427,Pascal Elso,0,Caligula,13746,1978
16806,Marc Citti,2,Guillaume,13746,1988
2805,Bernard Yerlès,0,Xavier,13746,1963
14763,Kimberly Elise,1,Crystal / Brown,44944,1973
11386,Janet Jackson,1,Jo / Red,44944,1959
16147,Loretta Devine,1,Juanita / Green,44944,1995
25491,Thandie Newton,1,Tangie / Orange,44944,1954
1591,Anika Noni Rose,1,Yasmine / Yellow,44944,1988
14487,Kerry Washington,1,Kelly / Blue,44944,2003
25470,Tessa Thompson,1,Nyla / Purple,44944,1994
21193,Phylicia Rashād,1,Gilda,44944,1993
27079,Whoopi Goldberg,1,Alice / White,44944,1974
16588,Macy Gray,1,Rose,44944,1960
18257,Michael Ealy,2,Beau willie,44944,2000
20187,Omari Hardwick,2,Carl,44944,1975
22063,Richard Lawson,2,Frank,44944,1963
10147,Hill Harper,2,Donald,44944,1963
14586,Khalil Kain,2,Bill,44944,1970
12699,John Crow,2,Dr. Davis,44944,1972
26996,Warner Baxter,2,Jim Lovett,204040,1975
26928,Wallace Beery,2,Jack Thompson,204040,1967
7332,Elizabeth Allan,1,Nancy Marlowe,204040,1965
18593,Mickey Rooney,0,Swifty,204040,1995
8990,George Sanders,2,Lefty,204040,1968
13256,Joseph Schildkraut,2,Danelo,204040,1964
11345,Jane Darwell,1,Mrs. Marlowe,204040,1974
18793,Minna Gombell,1,Mabel,204040,1988
8336,Francis Ford,2,Scraps,204040,1980
18732,Miles Mander,2,Corey,204040,1951
2187,Arthur Hohl,2,Grimes,204040,1993
2978,Billy Bevan,0,Atkins,204040,1986
7157,Edwin Maxwell,2,Auctioneer,204040,1965
10209,Holmes Herbert,2,Commander,204040,1991
20668,Paul Hurst,0,Drunk,204040,1994
10770,J. Farrell MacDonald,2,Proprietor,204040,1954
4295,Charles Middleton,2,Slave Dealer,204040,1978
17117,Marilyn Knowlden,0,Girl,204040,1995
19615,Nick Stahl,2,Max Matheson,46441,2001
27197,William Katt,2,Jack Matheson,46441,1951
7602,Emmanuelle Vaugier,1,Elizabeth Reigns,46441,1974
15431,Lawrence Turner,2,Keller Landreaux,46441,1986
4838,Christy Carlson Romano,1,Jenna McCarty,46441,1972
7927,Evan Jones,2,Henry Schow,46441,1973
24562,Stephanie Honoré,1,Eleanor Reigns,46441,1974
13048,Jon Michael Davis,2,Ryan Parker,46441,1951
27030,Wayne Pére,0,Detective Piccirilli,46441,1981
15166,Lance E. Nichols,2,Detective Huston,46441,1977
1639,Ann McKenzie,1,Dr. Beaumont,46441,1996
11939,Jennifer Sipes,1,Kayla,46441,1978
11191,James McAvoy,2,Gnomeo (voice),45772,1977
18209,Michael Caine,2,Lord Redbrick (voice),45772,1955
16666,Maggie Smith,1,Lady Bluebury (voice),45772,1977
13614,Julie Walters,1,Lady Montague (voice),45772,1966
20561,Patrick Stewart,2,William Shakespeare (voice),45772,1972
12255,Jim Cummings,2,Featherstone (voice),45772,1964
11525,Jason Statham,2,Tybalt (voice),45772,1967
2258,Ashley Jensen,1,Nanette (voice),45772,1973
6589,Dolly Parton,1,Dolly Gnome (voice),45772,1966
17714,Matt Lucas,2,Benny (voice),45772,1980
10302,Hulk Hogan,2,Terrafirminator V.O. (voice),45772,1960
24632,Stephen Merchant,2,Paris (voice),45772,1960
20278,Ozzy Osbourne,2,Fawn (voice),45772,1964
7515,Emily Blunt,1,Juliet (voice),45772,2004
6552,Dirk Bogarde,2,Sir Mark Sebastian Loddon / Frank Welney,79180,1987
20154,Olivia de Havilland,1,Lady Margaret Anne Loddon,79180,1991
20687,Paul Massie,2,Jeffrey Buckenham,79180,1983
22421,Robert Morley,2,Sir Wilfred,79180,1988
27090,Wilfrid Hyde-White,2,Hubert Foxley (as Wilfrid Hyde White),79180,1983
22118,Richard Wattis,2,Judge,79180,2001
1884,Anthony Dawson,2,Gerald Loddon,79180,1962
18742,Millicent Martin,1,Maisie,79180,2004
22457,Robert Shaw,2,Photographer,79180,1952
14426,Kenneth Griffith,2,Reporter,79180,1974
9897,Hayden Christensen,2,Luke,43552,1973
25491,Thandie Newton,1,Rosemary,43552,1953
12815,John Leguizamo,2,Paul,43552,1998
19425,Neal Huff,2,Chicago Reporter,43552,1964
10932,Jacob Latimore,0,James,43552,1955
25338,Taylor Groothuis,1,Briana,43552,1995
13166,Jordan Trovillion,0,Concession Girl,43552,1960
10287,Hugh Maguire,2,Patient,43552,1955
7789,Erin Nicole,1,Paige Taylor,43552,1989
4005,Carolyn Clifford,0,Female TV Anchor,43552,1994
24596,Stephen Clark,0,Male TV Anchor,43552,1985
15226,Larry Fessenden,2,Bike Messenger,43552,1953
2180,Arthur Cartwright,0,Security Guard,43552,1966
20292,Paco Martínez Soria,2,Marcelino,85886,1955
19113,Mónica Randall,1,Nieves,85886,1983
16557,Mabel Karr,0,Visitación,85886,1966
8270,Florinda Chico,1,Matilde,85886,1978
21514,Rafaela Aparicio,1,,85886,1959
1726,Anna Paquin,1,Jennie,39959,1968
24633,Stephen Moyer,2,Josh,39959,1959
26162,Tricia Helfer,1,Lila,39959,2004
21457,Rachel Blanchard,1,Alice,39959,1977
12137,Jessica Collins,1,Lauren,39959,1967
18154,Mia Riverton,0,Meredith,39959,2005
22440,Robert Powell,0,Giles Cunningham,37618,1961
22466,Robert Stephens,2,Sir Hugo Cunningham,37618,1964
11357,Jane Lapotaire,1,Christina Cunningham,37618,1976
722,Alex Scott,2,Sir Edward Barett,37618,1969
23241,Sammo Hung,2,Luo Ping-An,14538,1960
26484,Vanness Wu,2,Zhao Bao,14538,1983
16663,Maggie Q,1,Cao Ying,14538,1954
1491,Andy Lau,2,Zhao Zilong,14538,1964
25601,Ti Lung,2,Guan Yu,14538,2005
7432,Elliot Ngok,0,Liu Bei,14538,1955
16061,Liya Kebede,0,Waris Dirie,33997,1989
23120,Sally Hawkins,1,Marylin,33997,1953
5279,Craig Parkinson,2,Neil,33997,1986
17973,Meera Syal,1,Pushpa Patel,33997,1991
1906,Anthony Mackie,2,Harold Jackson,33997,2000
13637,Juliet Stevenson,1,Lucinda,33997,2000
25715,Timothy Spall,2,Terry Donaldson,33997,2005
16348,Lucrezia Phantazia,0,Girl in Boardinghouse,33997,2005
24406,Soraya Omar-Scego,0,Young Waris,33997,1997
1694,Anna Hilgedieck,0,Girl in Shower,33997,1961
17746,Matthew Alexander Kaufman,2,Fastfood Manager,33997,1968
21351,Prashant Prabhakar,0,Kami,33997,1985
25690,Tim Seyfi,2,Simon,33997,1980
25415,Teresa Churcher,0,Nurse Anne,33997,1977
27254,William de Coverly,0,Doctor,33997,1960
19609,Nick Raio,2,Truck Driver New York,33997,1965
1244,Anastasia Hille,1,Journalist,33997,1951
23087,Safa Idriss Nour,0,Little Waris,33997,2001
19727,Nigel Betts,0,Home Office Detective,33997,1962
6980,Eckart Friz,2,Spike,33997,1988
18527,Michele Thevenet,0,Make Up Artist,33997,1995
12956,John Wayne,2,Johnny Munroe,56930,1954
15195,Laraine Day,1,Maura Alexander Munroe,56930,1954
4152,Cedric Hardwicke,2,Frederick Alexander (as Sir Cedric Hardwicke)v,56930,1999
13441,Judith Anderson,1,Miss Ellen Braithwaite,56930,1956
1914,Anthony Quinn,2,Ricky Vegas,56930,1967
11157,James Gleason,2,Pop Mathews,56930,2002
9440,Grant Withers,2,Fog,56930,2000
20642,Paul Fix,2,Joe,56930,1961
13708,Jussi Vatanen,2,Janne,58764,1984
11540,Jasper Pääkkönen,0,Kapu,58764,1957
25698,Timo Lavikainen,2,Räihänen,58764,1999
20332,Pamela Tola,0,Inari,58764,1979
13927,Kari Ketonen,2,Pikku-Mikko,58764,1985
18616,Miia Nuutila,0,Marjukka,58764,1998
7821,Errol Flynn,2,Gunnar Brogge,55238,1973
1644,Ann Sheridan,1,Karen Stensgard,55238,1996
26957,Walter Huston,2,Dr. Martin Stensgard,55238,1961
19189,Nancy Coleman,1,Katja,55238,1959
10010,Helmut Dantine,2,Captain Koenig,55238,1984
13441,Judith Anderson,1,Gerd Bjarnesen,55238,1961
22952,Ruth Gordon,1,Anna Stensgard,55238,1965
18209,Michael Caine,2,Nicholas Urfe,33228,2000
1914,Anthony Quinn,2,Maurice Conchis,33228,1950
3796,Candice Bergen,1,Lily,33228,1970
1698,Anna Karina,1,Anne,33228,2004
4118,Catherine Scorsese,1,Herself,91459,1960
4308,Charles Scorsese,2,Himself,91459,1999
17467,Martin Scorsese,2,Himself (uncredited),91459,1967
10535,Ingrid Bergman,1,Emilie Gallatin,106406,1982
26996,Warner Baxter,2,Adam Stoddard,106406,2002
24919,Susan Hayward,1,Hester Stoddard,106406,1951
8102,Fay Wray,1,Molly Stoddard,106406,1982
22012,Richard Denning,2,Jack Stoddard,106406,1982
12978,Johnny Downs,2,David Stoddard,106406,1953
22457,Robert Shaw,0,Chris Stoddard,106406,1975
13678,June Lockhart,1,Vance,106406,1958
4930,Clarence Muse,2,Sam (uncredited),106406,1960
12255,Jim Cummings,2,Winnie the Pooh (voice),14903,1953
12736,John Fiedler,2,Piglet (voice),14903,1980
14395,Ken Sansom,2,Rabbit (voice),14903,1959
1295,Andre Stojka,2,Owl (voice),14903,2004
20946,Peter Cullen,2,Eeyore (voice),14903,1958
3264,Brady Bluhm,2,Christopher Robin (voice),14903,1965
6134,David Warner,2,Narrator (voice),14903,2005
20747,Paul Winchell,2,Tigger (voice),14903,1988
8468,Frankie J. Galasso,2,Christopher Robin (singing voice),14903,2003
21980,Richard Berry,2,Corto Maltese (voice),60290,1973
20510,Patrick Bouchitey,2,Raspoutine,60290,1986
4101,Catherine Jacob,1,Ambiguité,60290,2000
17073,Marie Trintignant,1,Bouche Dorée,60290,1967
16796,Marc Andréoni,0,,60290,1979
21980,Richard Berry,2,Corto Maltese (voice),60221,1965
20510,Patrick Bouchitey,2,Raspoutine (voice),60221,1979
4101,Catherine Jacob,1,Marianne,60221,1961
25948,Tommy Lee Jones,2,White,56831,1995
23265,Samuel L. Jackson,2,Black,56831,1957
8453,Frank Welker,2,Scooby-Doo,22620,1995
9905,Hayley Kiyoko,0,Velma,22620,1965
14050,Kate Melton,1,Daphne,22620,1960
19608,Nick Palatas,2,Shaggy,22620,1990
22276,Robbie Amell,2,Fred,22620,1988
3697,C. Ernst Harth,2,Janitor,22620,1998
13169,Jordana Largy,1,Teen Female In Car,22620,1952
25159,Takeshi Kaneshiro,2,Chan Kar-Fu,118381,1954
14336,Kelly Chen,1,Mok Man-Yee,118381,1974
35,Aaron Kwok,2,Yau Muk-Yan,118381,1958
22276,Robbie Amell,2,Fred,47533,1950
9905,Hayley Kiyoko,0,Velma,47533,1968
14050,Kate Melton,1,Daphne,47533,1979
19608,Nick Palatas,2,Shaggy,47533,1983
25375,Ted McGinley,2,Uncle Thorny,47533,2001
22078,Richard Moll,2,Elmer Uggins,47533,1981
19529,Nichelle Nichols,1,Senator,47533,1993
17182,Marion Ross,1,Hilda Trowburg,47533,1998
2880,Beverly Sanders,1,Wanda Grubworth,47533,1975
8453,Frank Welker,2,Scooby-Doo (voice),47533,1985
20504,Patrick Babbitt,2,Wolfman,47533,1984
18186,Michael Berryman,2,Zombie Head,47533,1996
6013,David Joyner,0,Sinister Clown,47533,1975
5695,Danielle E. Hawkins,1,Scooby Roller Disco Suit Performer,47533,1983
9529,Grigoriy Dobrygin,0,Dima,31162,1979
26429,Valeriy Zolotukhin,0,Perepelkin,31162,1991
7201,Ekaterina Vilkova,1,Nastya,31162,1983
26665,Viktor Verzhbitskiy,2,Viktor,31162,1972
10732,Ivan Zhidkov,0,Max,31162,2000
27417,Yekaterina Vasilyeva,1,Romantseva,31162,1988
13705,Juozas Budraitis,0,Elizarov,31162,1986
10732,Ivan Zhidkov,0,Maks,31162,1995
23754,Sergey Garmash,2,Otets Dimy,31162,2003
7200,Ekaterina Starshova,1,Tanka,31162,1997
18683,Mikhail Efremov,0,Alkogolik,31162,1975
5858,Dato Bakhtadze,2,Bakhram,31162,1998
10439,Igor Savochkin,0,Boris,31162,1966
23760,Sergey Legostaev,0,Gena,31162,1983
26776,Vitaliy Alshanskiy,0,Vasya,31162,1976
7257,Elena Valyushkina,1,Mat Dimy,31162,1960
27950,长泽雅美,1,Narrator,20722,1982
166,Adam Sandler,2,Danny Maccabee,50546,2004
11875,Jennifer Aniston,1,Katherine Murphy,50546,1981
19694,Nicole Kidman,1,Devlin Adams,50546,1958
19616,Nick Swardson,2,Eddie Simms,50546,2001
3541,Brooklyn Decker,1,Palmer Dodge,50546,1952
2469,Bailee Madison,1,Maggie Murphy,50546,1963
9522,Griffin Gluck,2,Michael Murphy,50546,1954
5873,Dave Matthews,2,Ian Maxtone Jones,50546,1988
21463,Rachel Dratch,1,Kirsten Brant,50546,1973
14562,Kevin Nealon,2,Adon,50546,2003
984,Allen Covert,2,Soul Patch,50546,1969
5521,Dan Patrick,2,Tanner Patrick,50546,1957
18791,Minka Kelly,1,Joanna Damon,50546,1988
10910,Jackie Sandler,1,Veruca,50546,1976
21561,Rakefet Abergel,0,Patricia,50546,1974
17168,Mario Joyner,2,Henderson,50546,1974
14260,Keegan-Michael Key,2,Ernesto,50546,1969
21483,Rachel Specter,1,Lisa Hammond,50546,1973
7253,Elena Satine,1,Christine,50546,1951
23084,Sadie Sandler,0,Hawaiian Family at Rope Bridge,50546,1970
12153,Jessica Jade Andres,1,Teenage Girl at Dive Restaurant,50546,1981
11557,Jay Baruchel,2,Oliver Whynacht,15182,1962
22779,Rose Byrne,1,Roberta Knickel,15182,1998
9409,Graham Greene,2,Henry Sanipass,15182,1951
19726,Nigel Bennett,2,Chief Knickle,15182,1963
27054,Werner Herzog,2,Himself,59490,1977
6627,Dominique Baffier,0,Herself,59490,1999
11622,Jean Clottes,0,Himself,59490,1990
11704,Jean-Michel Geneste,0,Himself,59490,1998
10472,Ilkka Koivula,2,Akseli Koskela,103751,1959
26529,Vera Kiiskinen,0,Elina Koskela,103751,1978
22217,Risto Tuorila,0,Jussi Koskela,103751,2005
9768,Hannu-Pekka Björkman,2,Lauri Salpakari,103751,1987
11045,Jake Gyllenhaal,2,Colter Stevens,45612,2000
18551,Michelle Monaghan,1,Christina Warren,45612,1998
26525,Vera Farmiga,1,Colleen Goodwin,45612,1997
22930,Russell Peters,2,Max Denoff,45612,1958
18173,Michael Arden,2,Derek Frost,45612,1991
11829,Jeffrey Wright,2,Dr. Rutledge,45612,2000
4033,Cas Anvar,2,Hazmi,45612,1969
